"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000105750",105.697089363614,0.00952725214878124,0.219178455645953,0.0434680138643324,0.965328461654243,0.987761669156589
"ENSG00000160229",24.603787416929,-0.298729146938128,0.345792944148068,-0.8638960163693,0.387645015393623,0.751123865705454
"ENSG00000130307",8.16309727205682,-0.0803931658647154,0.523563287612365,-0.153550044028749,0.877964528753929,0.963357332343108
"ENSG00000268416",44.7316526294142,0.491260158852356,0.326784573269819,1.50331502474792,0.132757827479311,0.506227100275934
"ENSG00000160352",114.448942163867,-0.721327600530138,0.3640398476841,-1.98145231935181,0.0475405714234924,0.289617161111915
"ENSG00000105662",210.765008030253,-0.0196860157445025,0.235047781555468,-0.0837532505698501,0.933252618001476,0.980372460883064
"ENSG00000197134",24.4213472456788,-0.0859045052902193,0.412353663067791,-0.208327251542074,0.834973454756298,0.954254672856225
"ENSG00000196350",4.09859331847791,0.000539076821206576,0.734224766918057,0.000734212254197548,0.999414183430656,0.999414183430656
"ENSG00000268116",89.5991614291359,-0.0928458188032729,0.208004550449574,-0.446364363676657,0.655334070230485,0.877813358804774
"ENSG00000271182",112.995895367669,-0.454862480520759,0.193400655536396,-2.35191798734705,0.0186768923568601,0.152845068521691
"ENSG00000167487",94.892447385338,-0.238689750186333,0.250356990403282,-0.95339758559106,0.340388664271493,0.72001657734095
"ENSG00000064545",235.499199749671,0.302309507283241,0.231727539260243,1.30459033159512,0.192032382235134,0.584930636288218
"ENSG00000105676",300.318099674265,-0.267436985041652,0.185122319370618,-1.44465014240795,0.148556180828118,0.522519776908137
"ENSG00000269138",5.7921720278752,-0.255968030189961,0.619503899865484,-0.413182274147977,0.679473074097457,0.882406110162794
"ENSG00000267886",4.69713936970833,-1.36801133527529,0.888136805001398,-1.54031600488974,0.123483344369256,0.497328871283671
"ENSG00000268830",7.93413855429661,1.33733615586835,0.640214350902862,2.08888812626954,0.0367177949339192,0.245268428440171
"ENSG00000284428",9.47763111070386,-0.317387196156541,0.564213121344409,-0.562530689467607,0.573754500136853,0.848376799716919
"ENSG00000118620",115.033324184916,-0.277698814476432,0.171776546342149,-1.61662823237408,0.105958553940518,0.469113016428516
"ENSG00000269012",1293.954020942,-0.572374255809209,0.966391268097676,-0.592280036776322,0.553663081674481,0.834062282576114
"ENSG00000196109",8.85696726727341,0.8332829135257,0.526660038323354,1.58220265995213,0.113603313349056,0.478174563266375
"ENSG00000167232",189.71939507385,0.468779664252499,0.206150082880796,2.2739727178454,0.0229676269145304,0.180023222224875
"ENSG00000268362",54.0905964013024,-0.0428717129145168,0.404019546650523,-0.106112967231263,0.915492722871928,0.975904636262966
"ENSG00000197372",79.5584517360981,0.117955140964326,0.320382604739567,0.368169617261866,0.7127467635821,0.899348236069212
"ENSG00000213996",3.64358672803626,1.07413983346334,0.859562537301286,1.24963546786921,0.211432740594788,0.59823157136292
"ENSG00000064607",1070.25754474763,-0.0196073188133799,0.107418736684821,-0.182531645954002,0.855165521618138,0.95939875670376
"ENSG00000268140",50.4779136572807,-0.407105342230295,0.28222831702674,-1.44246809292252,0.149170366478327,0.522782610675621
"ENSG00000268992",446.204039722759,0.520299122139678,0.426731289232167,1.2192663984773,0.222743097654766,0.612374369884692
"ENSG00000240522",8691.00245305958,-0.376355455692589,0.129019909322787,-2.91703394978373,0.00353377307086167,0.0512565370183078
"ENSG00000268105",3889.89001286823,-0.427010571563175,0.132738067067078,-3.21694131154847,0.00129565099460753,0.0256269670751593
"ENSG00000268535",5.58894919491855,0.761471870780323,0.675469634511495,1.12732213540735,0.259606306833722,0.649228908551328
"ENSG00000196705",146.418321805197,-0.0446522106791029,0.196462174053002,-0.227281464711148,0.820204885011089,0.947778482452116
"ENSG00000267696",13.970208780371,0.202664712624156,0.412174584670606,0.491696286383397,0.622934063906265,0.866418793907983
"ENSG00000268717",5.5429834000338,1.28391940347025,0.68618200897404,1.87110618856056,0.0613303639902943,0.333648177314524
"ENSG00000197360",7.55425945502436,0.474347009019732,0.534104197272243,0.88811698436803,0.374477827476724,0.742623617229828
"ENSG00000269471",23.5001698297958,0.0235526631827143,0.343103159672734,0.0686460107367702,0.945271393949128,0.982777626281563
"ENSG00000183850",23.5333165481308,-0.454389364595414,0.429857316365468,-1.05707021212846,0.290479544773933,0.67936524281476
"ENSG00000236312",526.306770266958,-0.119205059139925,0.167558664430527,-0.711422829401636,0.476822256215002,0.8086862986809
"ENSG00000269067",10.7445548998565,1.04665392002126,0.543330059652236,1.9263685147315,0.0540583759125369,0.309514686145841
"ENSG00000270479",61.8145142894055,0.640355067374417,0.346182661658392,1.84976065614259,0.064348053799341,0.342664636141246
"ENSG00000242291",2641.01161038986,-0.337821747764749,0.14864913014495,-2.27261166907156,0.023049591814741,0.180023222224875
"ENSG00000249987",1081.89341648562,-0.273382640224888,0.218315019278647,-1.25223926932831,0.210482690786806,0.59823157136292
"ENSG00000126249",25.7478686671849,-0.607839321527909,0.344488252989418,-1.76447038833159,0.0776528165632284,0.376515798441991
"ENSG00000279882",9.6852510622099,0.430229514103543,0.493964979698036,0.870971691893108,0.383769609885233,0.751123865705454
"ENSG00000267258",1036.9239175606,-0.320756263584561,0.140652660980895,-2.28048485785939,0.0225789478501338,0.178174806091989
"ENSG00000268696",18.8545438804101,0.629838957389069,0.403383122212937,1.56139144824357,0.118431418393659,0.490138723406365
"ENSG00000161249",52.5648231593312,0.401299903575122,0.439765780389867,0.912530991427654,0.361489262817579,0.734095507943066
"ENSG00000267692",70.1483117107884,-0.127673756070221,0.319070032669399,-0.400143363518281,0.689050926801309,0.891609652946809
"ENSG00000142279",382.114750011206,0.109562178927908,0.193836032172389,0.565231230231067,0.571916497226472,0.847717645854199
"ENSG00000196357",32.1113517692913,0.347878674538061,0.312727701432547,1.11240121340225,0.265965683148799,0.65509345479661
"ENSG00000161558",61.8749243265477,-0.0282441642364202,0.239681552014541,-0.117840376111661,0.906194136899072,0.974670671255146
"ENSG00000239253",710.630508570911,-0.228534419182514,0.241753255829456,-0.945320957099055,0.344495042316041,0.724462603225683
"ENSG00000237440",69.8077239764261,-0.156315914257381,0.261082853676275,-0.598721486517849,0.549358626458936,0.833339828781832
"ENSG00000278895",6.73409331817704,0.478983793628326,0.548054277925109,0.873971453049726,0.382133800192834,0.749986826924854
"ENSG00000239210",2557.59816483726,0.106225855460289,0.194349519843619,0.546571226652695,0.584673341354312,0.852576607158314
"ENSG00000267920",869.248607555668,0.0967290665944564,0.15408498181588,0.627764402828305,0.530158288646796,0.82730006187446
"ENSG00000105176",862.717911239776,0.0827757462380785,0.135451945513608,0.611107842890028,0.541128187971226,0.827624105333463
"ENSG00000257074",3015.35730710526,-0.226167758007692,0.135575066750946,-1.66821055986029,0.0952739353642097,0.434437735208657
"ENSG00000131116",198.888976826388,0.134550966434144,0.170839589920815,0.787586568760258,0.430938573546402,0.774875380768797
"ENSG00000131941",101.002930874294,0.0534271482834117,0.372461204579019,0.143443525464078,0.885939910025478,0.966852250245538
"ENSG00000269858",73.1444425698902,-0.215300631207466,0.276298353580138,-0.779232407351354,0.435842823163904,0.779125029664283
"ENSG00000105767",18.0264520732202,0.46133503102415,0.441545039936781,1.0448198695431,0.296106229803215,0.68431903311265
"ENSG00000105738",876.778920791284,0.0980352435049826,0.366244628249991,0.267676945798276,0.788947997019121,0.935785222690479
"ENSG00000168813",342.354465692388,-0.506987917284312,0.181689884273413,-2.79040255494565,0.00526425439384842,0.0697170386246187
"ENSG00000011422",2528.05064511077,0.214974333028879,0.172126014278248,1.24893575169507,0.211688573925027,0.59823157136292
"ENSG00000269843",4.15871329996639,0.0842241055888348,0.726697763788336,0.115899772623171,0.907731975902895,0.975635708750959
"ENSG00000279108",10.4605261791981,0.699576966649262,0.467427216742602,1.49665432732921,0.134483226155398,0.506227100275934
"ENSG00000178904",795.027738902367,-0.104930241973813,0.241337577673042,-0.43478617373035,0.663717641701699,0.879758022899641
"ENSG00000105771",475.504322703161,-0.0262770165858664,0.304372002265607,-0.086331910919113,0.931202571920065,0.980111622000179
"ENSG00000189114",165.981140722491,0.206216545645743,0.209216256821749,0.985662150630284,0.324298928625294,0.705236092887073
"ENSG00000161281",53.0174953889253,0.836116995390595,0.331298116388497,2.52376018464929,0.0116107104977166,0.109832994335543
"ENSG00000105220",3693.07931119586,0.297168580608204,0.198619897595004,1.49616722295439,0.134610083664087,0.506227100275934
"ENSG00000104879",56.1859679843707,0.643605459904917,0.399496408485623,1.61104191735951,0.107170586520789,0.47248693046524
"ENSG00000271299",23.0640673998004,-0.489525463684057,0.364230443755575,-1.34399930614412,0.178948611274886,0.567994166587136
"ENSG00000269509",36.8955454766987,0.822034969411274,0.296358771298145,2.7737831608982,0.0055408596678467,0.0721258912318848
"ENSG00000126261",1253.78713937308,-0.504822102078102,0.120578631212113,-4.18666306793661,2.8308557230416e-05,0.00130648280793708
"ENSG00000197050",54.9535515179401,0.0891812626901601,0.227018619166112,0.392836777079087,0.694440039643089,0.895504073228253
"ENSG00000196263",148.691953349759,0.371495234021801,0.207783202598336,1.78789829676432,0.073792417758539,0.366077694613208
"ENSG00000083828",60.3403775125024,-0.0720600525200091,0.256118512219149,-0.281354330445081,0.778438642832442,0.929123866013957
"ENSG00000266910",509.288251352562,-0.249734882814149,0.155623406865812,-1.60473856628448,0.108551350792053,0.473706897582514
"ENSG00000159917",19.4298590271701,-0.0600159571867465,0.37841064905711,-0.15860007464454,0.873983969982189,0.963052070691263
"ENSG00000171606",235.438618107888,0.172107896184071,0.1847480705632,0.931581562174934,0.351552815394922,0.72746594816096
"ENSG00000105173",104.554490652205,0.133353272415026,0.265992284102828,0.501342634297894,0.616130005027493,0.863974657886164
"ENSG00000243167",3977.34930622774,-0.222656186183855,0.178193026431728,-1.24952244564499,0.21147404913804,0.59823157136292
"ENSG00000242100",5701.33762118315,-0.336835041443811,0.129373879234673,-2.60357843048689,0.00922561565543121,0.0955823989334812
"ENSG00000121289",477.338923200158,-0.307368731252583,0.199427569478302,-1.54125496317612,0.123254745272832,0.497328871283671
"ENSG00000167578",5.40991760404128,-0.438159057220626,0.739149631652716,-0.592788034326576,0.553323016607094,0.834062282576114
"ENSG00000105063",1518.13365153443,0.0146799598063706,0.109964194813047,0.133497633764595,0.893799835504579,0.96817720446193
"ENSG00000133265",283.220201051608,-0.25723336070324,0.189812474523719,-1.35519734068424,0.175354691747825,0.56106133515113
"ENSG00000235555",449.09021762727,0.0196853961588353,0.166838701485627,0.117990586018384,0.906075117046192,0.974670671255146
"ENSG00000063127",5.38859405735508,0.991477746569951,0.700457562841246,1.415471541985,0.156930286533174,0.532304735835242
"ENSG00000160469",182.842238775063,0.358142931035487,0.403263872442233,0.888110628077129,0.374481246245901,0.742623617229828
"ENSG00000258405",49.9520919207135,0.631771083017532,0.518042052795206,1.21953628978319,0.222640710820064,0.612374369884692
"ENSG00000197405",14.5079851697529,0.570827818988393,0.414100515065764,1.37847647665384,0.168056225731511,0.546900922626262
"ENSG00000104894",7.39178879124074,0.982823583834317,0.576624197432082,1.70444387906576,0.088298192252354,0.41012125746718
"ENSG00000254901",119.247493254232,-0.188172578781878,0.191486946846313,-0.982691415164216,0.325759337166973,0.705734666437127
"ENSG00000268686",5.20435353600381,-0.174647702632911,0.691874512167225,-0.252426848455286,0.800711149845983,0.937858574190737
"ENSG00000104866",383.991686945546,0.125946164445219,0.155472344840353,0.810087251044855,0.417890031042192,0.771181173957082
"ENSG00000270849",817.678039838589,-0.100343736169398,0.17243253585487,-0.581930409315873,0.560613556490425,0.839542228647903
"ENSG00000181035",92.8725533258382,0.470179096011804,0.199190468397457,2.36044977349833,0.0182527898328404,0.15137479866812
"ENSG00000186008",1894.18878817658,-0.286937919746635,0.226143910809099,-1.26882885645705,0.204502110769865,0.59823157136292
"ENSG00000263974",5.65390629477393,-0.0606171439893647,0.615532431412724,-0.0984792041748975,0.92155178434705,0.977013597862804
"ENSG00000201966",4.33023216894266,0.844433462278208,1.00646285575811,0.839011054851245,0.401463106108667,0.763349848091111
"ENSG00000183760",15.3073543082175,-0.0439250273852553,0.49778463934894,-0.0882410261648602,0.929685110310025,0.979191163901914
"ENSG00000213926",16.8338797290097,0.269635399610103,0.430206035086203,0.626758756548067,0.530817382377328,0.82730006187446
"ENSG00000241983",39.4635138673141,-0.00907113689644994,0.459383181462886,-0.0197463408816215,0.984245723297477,0.993377227688573
"ENSG00000006712",694.022010728908,-0.288556615489638,0.136769169681015,-2.10980746730155,0.0348749430165602,0.237447848528611
"ENSG00000063322",485.177141107094,0.00101274049882828,0.161809998163817,0.00625882522909973,0.995006212584476,0.998381668830124
"ENSG00000090924",509.4816545405,-0.502476519912332,0.223199567118936,-2.25124325462772,0.0243701346731442,0.183946904672553
"ENSG00000105193",3518.77856910445,-0.326658629973752,0.126171272672374,-2.58900955070794,0.00962524248455101,0.0970810881057695
"ENSG00000196235",1944.03145651169,0.18325111400767,0.158519983473959,1.15601269941952,0.247675962542525,0.636152692017836
"ENSG00000105197",601.511129839895,-0.0593309133123325,0.121518791939482,-0.488244759229339,0.625376484269976,0.867858373848109
"ENSG00000090932",11.7197766344237,0.688882541158957,0.525491790771185,1.31092921575043,0.189881679212746,0.584221813012147
"ENSG00000176401",19.6822715273805,-0.871013948888423,0.388859109139505,-2.23992167964347,0.0250960079170858,0.187358921851577
"ENSG00000176396",168.67577744098,-0.137140404560607,0.171927002229306,-0.797666467642454,0.425064067930772,0.772505211287472
"ENSG00000182013",85.4085479495717,0.113823188556066,0.926448505888519,0.122859703299864,0.902218195916513,0.973845910289385
"ENSG00000204851",12.3181508235599,0.477321548303578,0.699028602022516,0.682835504759794,0.494710791699655,0.809468874556759
"ENSG00000249210",9757.34012364793,0.186544513088277,0.166258422692388,1.12201541472231,0.26185588586701,0.65063602626985
"ENSG00000160014",4573.96389874787,-0.0346855978451858,0.132924359968261,-0.260942372439994,0.794136947994573,0.937141418934812
"ENSG00000197380",161.630692537338,0.601642980002455,0.850394443127344,0.707486960744828,0.47926391298167,0.809468874556759
"ENSG00000128011",16.98528989076,2.0232760856652,0.565128602051385,3.58020471503445,0.00034332512541862,0.0088674762107136
"ENSG00000125657",69.0630868723905,0.809282761940408,0.33558664296313,2.41154640361929,0.0158850303027236,0.139039661787632
"ENSG00000268742",33.9251952760939,0.426787850652378,0.359848184753925,1.18602196352394,0.235613625952003,0.62593559844407
"ENSG00000269546",2191.96951477457,0.322762236722935,0.315161946374794,1.0241155077114,0.305780720484839,0.68436380574698
"ENSG00000268785",5660.22970033739,-0.280541850768005,0.128010384954613,-2.19155540284856,0.0284116251436865,0.207037823415476
"ENSG00000125733",509.663494968377,-0.0407280384322006,0.238032524410892,-0.171102829468362,0.864142911088715,0.95939875670376
"ENSG00000125731",16.396473432338,0.162703750018448,0.409905537792345,0.396929865584963,0.691419179941099,0.893914610399231
"ENSG00000170604",271.465795009138,-0.0869990871304574,0.199251569842467,-0.436629368587865,0.662380160288141,0.878749986166236
"ENSG00000176182",109.5679402604,0.342510857812933,0.255992485437827,1.33797231284791,0.180905462467666,0.569254172186479
"ENSG00000104983",70.4452452655194,-0.445063911722799,0.235230707784762,-1.89203151201686,0.0584867823535099,0.328609315044043
"ENSG00000268401",6.60111562627559,0.105813033179403,0.620380357465395,0.170561546486915,0.864568536239188,0.95939875670376
"ENSG00000268053",41.7376562587718,0.183427386332671,0.288762975653676,0.635217814601905,0.525286366116588,0.82645778470616
"ENSG00000259339",358.026180270724,0.426821756605067,0.276455774582159,1.54390609944819,0.122611082262952,0.497328871283671
"ENSG00000259605",5.77603831684514,0.873032880036296,0.629625736287485,1.38659020703955,0.165566756164163,0.545093625210825
"ENSG00000185800",468.477140097659,0.145000655557917,0.141083788578243,1.02776270058485,0.304061465670091,0.68436380574698
"ENSG00000260112",24110.7633351421,-0.208779168346165,0.146321855246811,-1.42684883262314,0.153623472072721,0.529340606259624
"ENSG00000130818",285.379701254624,0.0977578009103033,0.179008243912985,0.546107814776524,0.584991828286565,0.852576607158314
"ENSG00000171469",371.3971166584,-0.0841893775836817,0.180323093927191,-0.466880729196421,0.640585213402378,0.874987695077867
"ENSG00000171466",72.6010272039551,0.0219173800947773,0.205842518109342,0.106476447607073,0.91520434125314,0.975904636262966
"ENSG00000239830",2732.76181139093,-0.175760615623295,0.280284219502028,-0.627079954538871,0.530606826212811,0.82730006187446
"ENSG00000267741",1040.85827480066,-0.238927184017776,0.111395839165141,-2.14484836963771,0.0319649724147658,0.223314921961873
"ENSG00000127452",213.050974766916,0.163132010900908,0.166931823999751,0.97723733553137,0.328451668257728,0.707541571084187
"ENSG00000200237",9.17536122815832,-0.644861319855078,0.629973655244921,-1.02363220189639,0.306009029358958,0.68436380574698
"ENSG00000278999",12.2959501939884,-0.254459012363736,0.429280540992983,-0.592756922489751,0.553343840632628,0.834062282576114
"ENSG00000024422",7954.90973556008,0.201541477176567,0.286712960231588,0.702938147664393,0.48209429637784,0.809468874556759
"ENSG00000105373",758.137657430597,-0.405638200934256,0.189638233766569,-2.13901064609982,0.0324348061739583,0.225164960944873
"ENSG00000178935",35.6100091197016,-0.398583379739514,0.268603525639011,-1.48390970964093,0.137832875621246,0.510752967326418
"ENSG00000269343",151.044242060931,-0.242829993243107,0.170003588263057,-1.4283815754957,0.153182059357461,0.529016499776445
"ENSG00000269304",1946.77902073193,0.422863828791249,0.33860504480489,1.24884089968273,0.21172327135204,0.59823157136292
"ENSG00000198466",189.12100743567,0.0331090088302527,0.18837596942326,0.175760257168792,0.860482293692308,0.95939875670376
"ENSG00000269867",30.4321135604899,0.223366520814156,0.307492940372128,0.726411866704445,0.467586318616631,0.801952661321091
"ENSG00000173480",81.2861721351791,-0.0126300345359455,0.195071081160133,-0.0647458068147863,0.94837639074572,0.983300968090332
"ENSG00000152454",39.9324853557883,-0.251487977064548,0.271737656347134,-0.925480775999934,0.354715878868495,0.731858691598471
"ENSG00000243234",1937.64716431557,-0.202411369936375,0.128990960942114,-1.56919034061006,0.116603594281602,0.486497394027033
"ENSG00000104951",4.54310059331491,2.48858051428309,1.30386140771688,1.90862349292223,0.0563106790726512,0.318814736905754
"ENSG00000105053",242.47514758251,0.251404469203671,0.14112914257382,1.78137884648573,0.0748505815781601,0.368923740270349
"ENSG00000142528",104.678506662974,-0.103276538789712,0.19840171629856,-0.520542567455912,0.602685467061659,0.860900652584559
"ENSG00000131409",5.40065206054524,2.97664996659368,0.853951177133035,3.48573788092566,0.000490781646356064,0.0118644515460363
"ENSG00000213023",8.40194032405642,2.02028512711259,0.635981592414394,3.17664088270688,0.00148991404000847,0.0287232795307962
"ENSG00000142065",40.9413388166539,0.0613994809081843,0.289581130050755,0.212028597641783,0.832084723812279,0.954254672856225
"ENSG00000181007",83.7963975233261,-0.0793281102368214,0.213394754874992,-0.371743486775447,0.710083843838002,0.898612522170039
"ENSG00000267142",12.7276064270882,1.04394975251735,0.555117068168588,1.88059386457255,0.0600271869920114,0.332441475595758
"ENSG00000267091",403.337939258077,-0.168971965272426,0.248130294903175,-0.680980794136252,0.495883643118891,0.809468874556759
"ENSG00000254004",285.674059224846,-0.28780671321391,0.276146025607446,-1.04222652700076,0.29730666714293,0.68431903311265
"ENSG00000186020",124.760308589661,0.318550431977776,0.203667230538108,1.5640730771275,0.117800407770123,0.488855643144134
"ENSG00000197019",258.553347064348,-0.44267689501845,0.195490443426942,-2.26444263595875,0.0235469041600001,0.181120884018587
"ENSG00000187912",6.88631127411599,0.270709414311371,0.685990683388201,0.394625496915352,0.693119293787269,0.89535257373877
"ENSG00000074219",211.294873780585,-0.734788849326593,0.390270337438258,-1.88276888822697,0.0597316950504127,0.332012304969995
"ENSG00000161677",285.107146521943,0.155985119998668,0.207350875594671,0.752276157751017,0.451885002790604,0.789804657065399
"ENSG00000196081",22.2589950022085,-0.256319656362711,0.324515362859078,-0.789853688603393,0.429613220226991,0.773405359817621
"ENSG00000198521",149.992577860867,-0.151142212371311,0.190838030764106,-0.791992098043273,0.428365283755107,0.772986169619701
"ENSG00000105085",60.9720351356,0.0426847503937529,0.21842478488859,0.195420819187368,0.8450635194471,0.958999472224276
"ENSG00000127445",615.58911974936,-0.0663267954477319,0.137625995104723,-0.48193508353754,0.629852062435016,0.868805223642437
"ENSG00000073050",196.862561191893,-0.765383296390338,0.170783867939456,-4.48159012689462,7.4088932143799e-06,0.000490597581108721
"ENSG00000065268",315.466687299004,-0.433849977573973,0.33931701374299,-1.27859777141203,0.201038735171416,0.598011706379036
"ENSG00000184162",65.2360009844189,-0.704649896541799,0.312471294879495,-2.25508681305765,0.024127880200668,0.183733807728087
"ENSG00000105227",41.3528980881807,-0.270594050981539,0.268696787736532,-1.00706098223574,0.313905469836184,0.697924132205122
"ENSG00000105552",258.79548768347,-0.258784132017876,0.243626301384585,-1.06221754608245,0.288136936139443,0.676167263082237
"ENSG00000087076",40.3949939250392,2.06590503272387,1.07651686643575,1.91906424983745,0.0549762031584961,0.313590851724306
"ENSG00000196967",92.6125825403363,0.242783809550243,0.245463345227978,0.989083764521963,0.322622160351375,0.702937840078889
"ENSG00000245680",184.754636449984,0.121818057857506,0.26530917303378,0.459155092394772,0.646122796568739,0.876371879720656
"ENSG00000286449",4.31567151199757,1.68297260824333,0.811505916057364,2.0738882797305,0.038089687785584,0.247908523493353
"ENSG00000276846",5.6684429567497,0.586486283954538,0.658920221622783,0.8900717639385,0.373427353313431,0.742623617229828
"ENSG00000271666",7.9614576034498,0.0379633566174982,0.548553395566035,0.0692063104965834,0.944825400103705,0.982777626281563
"ENSG00000271171",6.65445337632282,0.292455120902584,0.620298024257681,0.4714751771982,0.637301441920251,0.872850805795451
"ENSG00000180884",30.8080831478574,-0.85050521928378,0.391251562268648,-2.17380657690458,0.0297196644077263,0.214516819397948
"ENSG00000153902",5.0163373130068,1.35521689551077,0.75579472995091,1.79310180635792,0.072956646871092,0.364304830113682
"ENSG00000179115",897.313939518881,-0.142424875466855,0.120158086753409,-1.18531244392351,0.23589393519102,0.62593559844407
"ENSG00000179262",907.118302856096,-0.214571511836114,0.183029584382224,-1.17233239948806,0.241063628503541,0.626605375881708
"ENSG00000179271",715.034620049174,-0.282537945693613,0.111577040100347,-2.53222298637347,0.0113341887209454,0.107887308887499
"ENSG00000133247",47.9444920170988,-0.262534109597968,0.237151780114435,-1.10702989229634,0.268281004558425,0.65509345479661
"ENSG00000160471",5.94209169535015,0.18909738119343,0.607785749899948,0.311125065410893,0.755705546675762,0.919280788807656
"ENSG00000108107",6644.33843673166,-0.109960526114555,0.147532310429032,-0.745331824566319,0.456071146749355,0.792725427762144
"ENSG00000108106",1330.88551806156,-1.095424408236,0.184088401933178,-5.95053461669807,2.67268035144569e-09,1.35683072508393e-06
"ENSG00000063241",362.438465556637,-0.0747539308169284,0.134992868784384,-0.553762072693841,0.57974168795113,0.851499658512545
"ENSG00000090971",213.605146536368,-0.366644754744593,0.177845191111348,-2.06159498861591,0.0392463115528033,0.254349499978381
"ENSG00000179954",963.03965320602,-0.0102671797371151,0.255400985838899,-0.040200235341266,0.967933490008018,0.98804470863419
"ENSG00000218891",162.085835173675,0.371982922282272,0.190034701059806,1.95744735149821,0.0502948959674874,0.295749523391828
"ENSG00000179943",110.855475054525,-0.460096086610773,0.172680814012617,-2.66443084161716,0.00771187217039474,0.0863616273199352
